Date,Name,Year,Letterboxd URI,Rating
2018-09-09,A Simple Plan,1998,https://boxd.it/1WMo,3
2018-10-15,Whiplash,2014,https://boxd.it/7bQA,4
2018-11-30,Araby,2017,https://boxd.it/fpKs,4
2018-12-03,2001: A Space Odyssey,1968,https://boxd.it/2bf0,5
2018-12-03,Sorry to Bother You,2018,https://boxd.it/f21E,3
2018-12-03,The Wife,2017,https://boxd.it/bkzG,2.5
2018-12-03,Fahrenheit 11/9,2018,https://boxd.it/jofc,2.5
2018-12-10,Burning,2018,https://boxd.it/hHUa,4
2018-12-10,My Neighbor Totoro,1988,https://boxd.it/20eA,4
2018-12-10,First Reformed,2017,https://boxd.it/go9C,3.5
2018-12-10,Rushmore,1998,https://boxd.it/1TAO,3.5
2018-12-10,First Man,2018,https://boxd.it/cPym,3
2018-12-10,Mandy,2018,https://boxd.it/gtti,2.5
2018-12-10,Eighth Grade,2018,https://boxd.it/hDMG,3
2018-12-10,A Star Is Born,2018,https://boxd.it/aXgc,3
2018-12-10,The Old Man & the Gun,2018,https://boxd.it/fd1q,3
2018-12-11,Free Solo,2018,https://boxd.it/iEEq,3.5
2018-12-11,Suspiria,2018,https://boxd.it/cioI,3.5
2018-12-11,Widows,2018,https://boxd.it/e6gc,3
2018-12-11,Ralph Breaks the Internet,2018,https://boxd.it/edAy,3
2018-12-11,Sicario: Day of the Soldado,2018,https://boxd.it/e4fG,2
2018-12-18,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q,3.5
2018-12-18,Creed,2015,https://boxd.it/a2qk,3.5
2018-12-18,Ant-Man and the Wasp,2018,https://boxd.it/cqUW,3
2018-12-19,Wormwood,2017,https://boxd.it/hlWe,3.5
2018-12-20,Outlaw King,2018,https://boxd.it/gcxi,3.5
2018-12-20,Venom,2018,https://boxd.it/b8wA,2
2018-12-20,Aladdin,1992,https://boxd.it/29yE,3
2018-12-21,Wildlife,2018,https://boxd.it/eKYe,3.5
2018-12-22,Lost in Translation,2003,https://boxd.it/2b0E,3
2018-12-22,Creed II,2018,https://boxd.it/hgl8,2
2018-12-22,Happy as Lazzaro,2018,https://boxd.it/hiVs,3
2018-12-22,Private Life,2018,https://boxd.it/gn9Q,3.5
2018-12-22,Support the Girls,2018,https://boxd.it/ghHs,4
2018-12-23,Upgrade,2018,https://boxd.it/i4gW,2.5
2018-12-23,Let the Sunshine In,2017,https://boxd.it/fhr8,2.5
2018-12-23,Crazy Rich Asians,2018,https://boxd.it/gfnK,2.5
2018-12-28,Vertigo,1958,https://boxd.it/2apI,5
2018-12-31,Bird Box,2018,https://boxd.it/eh1i,1.5
2018-12-31,Life of Brian,1979,https://boxd.it/2a4q,3
2019-01-05,The House That Jack Built,2018,https://boxd.it/dWO4,3.5
2019-01-06,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,3.5
2019-01-06,The Mule,2018,https://boxd.it/idcY,3
2019-01-06,The Favourite,2018,https://boxd.it/d2hI,4
2019-01-07,The Night Comes for Us,2018,https://boxd.it/g2lc,2
2019-01-07,Madeline's Madeline,2018,https://boxd.it/gNmw,1.5
2019-01-08,Under the Silver Lake,2018,https://boxd.it/dSAs,3
2019-01-09,Lean on Pete,2017,https://boxd.it/emgM,3.5
2019-01-09,Roma,2018,https://boxd.it/f69M,3
2019-01-09,Sympathy for Lady Vengeance,2005,https://boxd.it/248G,2.5
2019-01-11,Passengers,2016,https://boxd.it/8lFu,3
2019-01-11,Mary Queen of Scots,2018,https://boxd.it/gkaG,2.5
2019-01-13,If Beale Street Could Talk,2018,https://boxd.it/gGhu,3.5
2019-01-13,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC,3
2019-01-14,Attack the Block,2011,https://boxd.it/hFO,3
2019-01-14,The Rider,2017,https://boxd.it/gazw,3.5
2019-01-14,Unbreakable,2000,https://boxd.it/1XV2,2.5
2019-01-14,Throne of Blood,1957,https://boxd.it/251w,4
2019-01-18,Three Kings,1999,https://boxd.it/21IG,3.5
2019-01-18,Mission: Impossible - Ghost Protocol,2011,https://boxd.it/psI,3
2019-02-03,Shoplifters,2018,https://boxd.it/ifY6,4.5
2019-02-04,Haywire,2011,https://boxd.it/2tx2,3.5
2019-04-08,Only Angels Have Wings,1939,https://boxd.it/Ttw,4
2019-04-08,Superbad,2007,https://boxd.it/20hO,3
2019-04-08,Searching,2018,https://boxd.it/hDPg,2.5
2019-04-09,Blindspotting,2018,https://boxd.it/hDMw,3
2019-04-09,Léon: The Professional,1994,https://boxd.it/2b8S,3.5
2019-04-09,The Last Race,2018,https://boxd.it/hG4M,3.5
2019-04-09,Death Proof,2007,https://boxd.it/27GG,4.5
2019-04-10,Drug War,2012,https://boxd.it/3IcK,3.5
2019-04-11,Manhattan,1979,https://boxd.it/29Na,4
2019-04-11,Zombieland,2009,https://boxd.it/1En6,1.5
2019-04-12,Cold War,2018,https://boxd.it/fEoc,3.5
2019-04-12,The Driver,1978,https://boxd.it/27jW,3
2019-04-12,Inglourious Basterds,2009,https://boxd.it/1JzG,3
2019-04-12,Django Unchained,2012,https://boxd.it/2cCk,3.5
2019-04-12,Mirai,2018,https://boxd.it/h2Hu,2.5
2019-04-13,The Hateful Eight,2015,https://boxd.it/8gw8,4
2019-04-16,Pulp Fiction,1994,https://boxd.it/29Pq,4
2019-04-17,"What's Up, Doc?",1972,https://boxd.it/21iy,2
2019-04-17,A Private War,2018,https://boxd.it/h2Mu,2.5
2019-04-17,"Hail, Caesar!",2016,https://boxd.it/881G,2
2019-04-17,The Disaster Artist,2017,https://boxd.it/cTqc,3
2019-04-19,A Separation,2011,https://boxd.it/gvo,4.5
2019-04-19,Magic Mike,2012,https://boxd.it/2HvY,2.5
2019-04-22,High Flying Bird,2019,https://boxd.it/itka,2.5
2019-04-22,Magic Mike XXL,2015,https://boxd.it/7TTS,3.5
2019-04-23,The Matrix,1999,https://boxd.it/2a1m,4.5
2019-04-23,Contagion,2011,https://boxd.it/13rq,3
2019-04-24,Things to Come,2016,https://boxd.it/d0wc,3.5
2019-04-25,The Color Purple,1985,https://boxd.it/29oO,2
2019-04-25,The Edge of Seventeen,2016,https://boxd.it/d5nu,2.5
2019-05-01,Ghost World,2001,https://boxd.it/28Dy,4
2019-05-01,Us,2019,https://boxd.it/gnV6,2.5
2019-05-01,Bumblebee,2018,https://boxd.it/f21O,2
2019-05-01,On the Basis of Sex,2018,https://boxd.it/bhDq,2
2019-05-01,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,2.5
2019-05-02,Margaret,2011,https://boxd.it/2kbm,4.5
2019-05-03,Staying Vertical,2016,https://boxd.it/dfda,2.5
2019-05-03,Shazam!,2019,https://boxd.it/8WBu,3
2019-05-03,The Spy Who Dumped Me,2018,https://boxd.it/geEg,3
2019-05-03,Zama,2017,https://boxd.it/aDDq,2.5
2019-05-03,Climax,2018,https://boxd.it/ikvo,4
2019-05-04,Dragged Across Concrete,2018,https://boxd.it/fAly,3.5
2019-05-04,Blood Simple,1984,https://boxd.it/1U16,3.5
2019-05-05,Certified Copy,2010,https://boxd.it/IMW,3.5
2019-05-06,The Silence of the Lambs,1991,https://boxd.it/2aHW,2.5
2019-05-11,Cléo from 5 to 7,1962,https://boxd.it/2agm,2.5
2019-05-12,Everybody Knows,2018,https://boxd.it/e6AG,3.5
2019-05-12,Chocolat,2000,https://boxd.it/2aue,2
2019-05-13,John Wick,2014,https://boxd.it/7dEc,3.5
2019-05-13,"Sex, Lies, and Videotape",1989,https://boxd.it/28Oc,4
2019-05-13,Arctic,2018,https://boxd.it/gc1Q,3
2019-05-14,Avengers: Endgame,2019,https://boxd.it/9vE4,3
2019-05-16,The Elephant Man,1980,https://boxd.it/27LQ,3.5
2019-05-16,Black Girl,1966,https://boxd.it/3jIQ,2.5
2019-05-16,The Royal Tenenbaums,2001,https://boxd.it/1YHU,3.5
2019-05-18,Stranger Than Paradise,1984,https://boxd.it/2ajU,3.5
2019-05-18,Uncle Boonmee Who Can Recall His Past Lives,2010,https://boxd.it/168Q,2.5
2019-05-18,High Life,2018,https://boxd.it/d6bk,2.5
2019-05-18,Fighting with My Family,2019,https://boxd.it/fRyO,2.5
2019-05-18,The Hate U Give,2018,https://boxd.it/gQyg,2.5
2019-05-18,Modern Times,1936,https://boxd.it/25MC,3
2019-05-19,Triple Frontier,2019,https://boxd.it/dZUO,3
2019-05-24,Glass,2019,https://boxd.it/g3uO,1.5
2019-06-13,Three Colors: Blue,1993,https://boxd.it/2b7K,4
2019-06-13,Her Smell,2018,https://boxd.it/iT5q,4
2019-06-13,Chungking Express,1994,https://boxd.it/1UDa,4.5
2019-06-15,Wild at Heart,1990,https://boxd.it/2aii,2
2019-06-15,Buffalo '66,1998,https://boxd.it/1YC6,4
2019-06-15,Fish Tank,2009,https://boxd.it/1xBg,3
2019-06-15,Ikiru,1952,https://boxd.it/251c,3
2019-06-15,Pokémon Detective Pikachu,2019,https://boxd.it/fVA0,1.5
2019-12-08,Paths of Glory,1957,https://boxd.it/29b6,5
2019-12-08,John Wick: Chapter 3 - Parabellum,2019,https://boxd.it/gmFw,2.5
2019-12-08,The Great Dictator,1940,https://boxd.it/29ic,2.5
2019-12-08,A Simple Favor,2018,https://boxd.it/hq92,3
2019-12-08,Brick,2005,https://boxd.it/1Z6A,3.5
2019-12-08,Valhalla Rising,2009,https://boxd.it/17lc,2
2019-12-08,Vox Lux,2018,https://boxd.it/fcFk,2
2019-12-08,Girl,2018,https://boxd.it/iGU6,3
2019-12-08,Booksmart,2019,https://boxd.it/igNS,3
2019-12-09,Opening Night,1977,https://boxd.it/1f4e,2
2019-12-09,Constantine,2005,https://boxd.it/2a7E,3
2019-12-09,The Day He Arrives,2011,https://boxd.it/31L8,3
2019-12-09,Anatomy of a Murder,1959,https://boxd.it/2baa,4
2019-12-09,Badlands,1973,https://boxd.it/25Fm,3.5
2019-12-09,Rocketman,2019,https://boxd.it/iehK,2.5
2019-12-09,Captain Marvel,2019,https://boxd.it/9vSA,1.5
2019-12-09,Bad Times at the El Royale,2018,https://boxd.it/fSA2,2
2019-12-09,Toy Story,1995,https://boxd.it/29qA,4.5
2019-12-09,Toy Story 2,1999,https://boxd.it/29qq,5
2019-12-09,Toy Story 3,2010,https://boxd.it/1WRe,3.5
2019-12-09,Yojimbo,1961,https://boxd.it/1SRY,3
2019-12-09,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,3.5
2019-12-09,North by Northwest,1959,https://boxd.it/2aRM,4
2019-12-09,Computer Chess,2013,https://boxd.it/4Y1g,3
2019-12-09,Long Day's Journey Into Night,2018,https://boxd.it/hw1I,2.5
2019-12-09,Toy Story 4,2019,https://boxd.it/9ALu,3.5
2019-12-09,Batman Begins,2005,https://boxd.it/2aIg,3.5
2019-12-09,The Dark Knight,2008,https://boxd.it/2b0k,5
2019-12-09,The Terminator,1984,https://boxd.it/2aQY,4
2019-12-09,The Souvenir,2019,https://boxd.it/gXU4,4
2019-12-10,American Psycho,2000,https://boxd.it/28Vs,2.5
2019-12-10,Secret Sunshine,2007,https://boxd.it/27CY,3
2019-12-10,The Dark Knight Rises,2012,https://boxd.it/H3m,2
2019-12-10,The Dead Don't Die,2019,https://boxd.it/juZg,2.5
2019-12-10,The Farewell,2019,https://boxd.it/kIky,3.5
2019-12-10,The Last Black Man in San Francisco,2019,https://boxd.it/iWAw,3
2019-12-18,Once Upon a Time… in Hollywood,2019,https://boxd.it/gH0O,3.5
2019-12-18,Crimes and Misdemeanors,1989,https://boxd.it/1Ty4,4
2019-12-18,The Sword of Doom,1966,https://boxd.it/1EoS,3
2019-12-18,Aquaman,2018,https://boxd.it/9ru0,2
2019-12-18,Alita: Battle Angel,2019,https://boxd.it/e0rS,2
2019-12-19,Bacurau,2019,https://boxd.it/fSUG,3
2019-12-19,Godzilla: King of the Monsters,2019,https://boxd.it/cY7Y,1.5
2019-12-19,It Chapter Two,2019,https://boxd.it/h10u,1.5
2019-12-19,Ad Astra,2019,https://boxd.it/ePzI,2.5
2019-12-19,Midsommar,2019,https://boxd.it/jhxe,2.5
2019-12-19,The Breadwinner,2017,https://boxd.it/frLs,3
2019-12-19,The Godfather,1972,https://boxd.it/2aNK,4
2019-12-19,Joker,2019,https://boxd.it/h4cS,1.5
2019-12-19,Yesterday,2019,https://boxd.it/iF7M,3
2019-12-19,"Where'd You Go, Bernadette",2019,https://boxd.it/efuC,2
2019-12-19,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q,2.5
2019-12-19,12 Angry Men,1957,https://boxd.it/2auI,4
2019-12-19,Parasite,2019,https://boxd.it/hTha,4
2019-12-20,Eraserhead,1977,https://boxd.it/299u,4
2019-12-20,Tramps,2016,https://boxd.it/ewLA,3
2019-12-20,Nocturama,2016,https://boxd.it/dfdk,3.5
2019-12-20,The Arbor,2010,https://boxd.it/isQ,4
2019-12-20,Hustlers,2019,https://boxd.it/jIBM,3
2019-12-20,The Irishman,2019,https://boxd.it/dYOq,3.5
2019-12-20,Ford v Ferrari,2019,https://boxd.it/ce74,3.5
2019-12-20,Knives Out,2019,https://boxd.it/jWEA,4
2019-12-21,The Report,2019,https://boxd.it/j2X2,3
2019-12-21,Marriage Story,2019,https://boxd.it/hJAw,3
2019-12-21,Thelma & Louise,1991,https://boxd.it/28Ew,3.5
2019-12-21,Match Point,2005,https://boxd.it/2b6s,3.5
2019-12-21,Tomboy,2011,https://boxd.it/49U,3.5
2019-12-21,"Aguirre, the Wrath of God",1972,https://boxd.it/27Fe,3
2019-12-21,Knocked Up,2007,https://boxd.it/23yS,3
2019-12-21,Fast & Furious Presents: Hobbs & Shaw,2019,https://boxd.it/dnDA,2.5
2019-12-23,I Lost My Body,2019,https://boxd.it/lAYs,4
2019-12-24,Atlantics,2019,https://boxd.it/hVEK,3
2019-12-24,"Black Coal, Thin Ice",2014,https://boxd.it/7xaw,3.5
2019-12-26,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,1.5
2020-01-01,Son of Saul,2015,https://boxd.it/b6r4,3.5
2020-01-01,Leviathan,2012,https://boxd.it/4bBO,3
2020-01-01,Asako I & II,2018,https://boxd.it/hyNk,3
2020-01-05,Peterloo,2018,https://boxd.it/e02S,2.5
2020-01-06,The Nightingale,2018,https://boxd.it/e1Ga,3
2020-01-13,Beanpole,2019,https://boxd.it/iK9S,3.5
2020-01-13,The Ballad of Narayama,1958,https://boxd.it/3SPW,3.5
2020-01-13,The Lighthouse,2019,https://boxd.it/icFU,3
2020-01-14,Fallen Angels,1995,https://boxd.it/1UkW,3.5
2020-01-14,Little Women,2019,https://boxd.it/aSVk,3
2020-01-14,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5
2020-01-15,The Edge of Democracy,2019,https://boxd.it/kLiA,3
2020-01-16,My Life as a Zucchini,2016,https://boxd.it/dL2y,3
2020-01-29,Hunger,2008,https://boxd.it/1Wso,3
2020-01-30,A Beautiful Day in the Neighborhood,2019,https://boxd.it/i7vA,3
2020-02-03,Les Misérables,2019,https://boxd.it/lAPA,2.5
2020-02-03,Dark Star,1974,https://boxd.it/28Ow,3
2020-02-03,THX 1138,1971,https://boxd.it/29Ww,2
2020-02-03,1917,2019,https://boxd.it/jj4y,2.5
2020-02-04,Uncut Gems,2019,https://boxd.it/gXGc,3.5
2020-02-06,La Haine,1995,https://boxd.it/2as8,4
2020-02-06,The Killing,1956,https://boxd.it/2aMi,2.5
2020-02-06,Jojo Rabbit,2019,https://boxd.it/iEBG,2
2020-02-10,Klaus,2019,https://boxd.it/ipoi,2.5
2020-03-23,Adaptation.,2002,https://boxd.it/26mA,4
2020-09-07,Alice Doesn't Live Here Anymore,1974,https://boxd.it/1KIa,3.5
2020-09-07,Taxi Driver,1976,https://boxd.it/2b8y,4
2020-09-08,Shutter Island,2010,https://boxd.it/1U82,3.5
2020-09-08,Raging Bull,1980,https://boxd.it/28yI,4.5
2020-09-08,Escape from New York,1981,https://boxd.it/294k,2.5
2020-09-08,American Gigolo,1980,https://boxd.it/26l8,3.5
2020-09-08,Light of My Life,2019,https://boxd.it/fGxK,3.5
2020-09-08,Jerry Maguire,1996,https://boxd.it/1YNS,2.5
2020-09-08,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,3
2020-09-08,Following,1998,https://boxd.it/1Tj4,3
2020-09-08,Bombshell,2019,https://boxd.it/j5YC,2
2020-09-08,Caché,2005,https://boxd.it/2amY,3.5
2020-09-08,The Thin Blue Line,1988,https://boxd.it/1OnK,4.5
2020-09-08,The Invisible Man,2020,https://boxd.it/kWlA,3
2020-09-14,Under the Shadow,2016,https://boxd.it/d1uG,2
2020-11-26,Sisters of the Gion,1936,https://boxd.it/2AC4,3.5
2020-11-26,Transit,2018,https://boxd.it/gUK6,3
2020-11-26,Ash Is Purest White,2018,https://boxd.it/fH5C,3.5
2020-11-26,Castle in the Sky,1986,https://boxd.it/1W4G,3.5
2020-11-26,The Duke of Burgundy,2014,https://boxd.it/7kwu,4
2020-11-26,The River Fuefuki,1960,https://boxd.it/6vEs,3.5
2020-11-26,Elle,2016,https://boxd.it/bdhq,3
2020-11-26,World War Z,2013,https://boxd.it/2p2E,3
2020-11-26,Dark Waters,2019,https://boxd.it/kaYu,3
2020-11-26,Take Shelter,2011,https://boxd.it/DQ,3.5
2020-11-26,Twenty-Four Eyes,1954,https://boxd.it/UJA,4.5
2020-11-26,Hold the Dark,2018,https://boxd.it/dQPg,2
2020-11-26,The Deep Blue Sea,2011,https://boxd.it/A4C,3.5
2020-11-26,"One, Two, Three",1961,https://boxd.it/2ap4,3.5
2020-11-26,Dogtooth,2009,https://boxd.it/158K,4
2020-11-26,Moonrise Kingdom,2012,https://boxd.it/2Wng,4
2020-11-26,Margin Call,2011,https://boxd.it/CJ8,3
2020-11-26,The Social Network,2010,https://boxd.it/17ue,4
2020-11-26,The Spanish Prisoner,1997,https://boxd.it/1nZW,3
2020-11-26,Underwater,2020,https://boxd.it/fN4q,2
2020-11-26,One Cut of the Dead,2017,https://boxd.it/iAFu,3
2020-11-26,The Piano Teacher,2001,https://boxd.it/2886,4
2020-11-26,Onward,2020,https://boxd.it/io92,3.5
2020-11-26,Redline,2009,https://boxd.it/2pQ0,3
2020-11-26,Sergio,2020,https://boxd.it/oiQ2,2.5
2020-11-26,Blue Collar,1978,https://boxd.it/1Nhm,4
2020-11-26,Good Bye Lenin!,2003,https://boxd.it/2ayA,3
2020-11-26,Crimson Peak,2015,https://boxd.it/62Ty,2.5
2020-11-26,"Kumiko, the Treasure Hunter",2014,https://boxd.it/7bqC,2.5
2020-11-26,Fight Club,1999,https://boxd.it/2a9q,3.5
2020-11-26,Porco Rosso,1992,https://boxd.it/1Tp2,4
2020-11-26,The Limey,1999,https://boxd.it/1Woc,3
2020-11-26,Unforgiven,1992,https://boxd.it/6Z4,3.5
2020-11-26,Just Heroes,1989,https://boxd.it/2Bmm,3.5
2020-11-26,Se7en,1995,https://boxd.it/29zs,4.5
2020-11-26,The Remains of the Day,1993,https://boxd.it/291A,3.5
2020-11-26,Panic Room,2002,https://boxd.it/2490,4
2020-11-26,The Hours,2002,https://boxd.it/2a3s,3.5
2020-11-26,Dead Calm,1989,https://boxd.it/1W7K,3.5
2020-11-26,Jurassic Park,1993,https://boxd.it/2aA2,4
2020-11-26,Da 5 Bloods,2020,https://boxd.it/lnXw,3.5
2020-11-26,Twenty Years Later,1984,https://boxd.it/33Oo,3.5
2020-11-26,The Old Guard,2020,https://boxd.it/jY2e,2.5
2020-11-26,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,3.5
2020-11-26,Greyhound,2020,https://boxd.it/iIaE,2.5
2020-11-26,Casa Grande,2014,https://boxd.it/81AO,3
2020-11-26,Miami Vice,2006,https://boxd.it/2bbW,3.5
2020-11-26,An Easy Girl,2019,https://boxd.it/l8fk,3
2020-11-26,Divine Love,2019,https://boxd.it/iegC,2.5
2020-11-26,Halloween,1978,https://boxd.it/2wRu,3.5
2020-11-26,Narcissus Off Duty,2020,https://boxd.it/rixg,2
2020-11-26,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ,4
2020-11-26,The Devil All the Time,2020,https://boxd.it/i2tY,2.5
2020-11-26,Dick Johnson Is Dead,2020,https://boxd.it/oigy,3.5
2020-11-26,Paddleton,2019,https://boxd.it/j4YQ,3
2020-11-26,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,3
2020-11-26,Tenet,2020,https://boxd.it/leq4,3
2020-11-26,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/hSyO,2.5
2020-11-26,Psycho,1960,https://boxd.it/2ab2,4
2020-11-26,Joint Security Area,2000,https://boxd.it/26Ja,4
2020-11-26,Barking Dogs Never Bite,2000,https://boxd.it/1BLa,3
2020-11-26,The Player,1992,https://boxd.it/1WlM,3.5
2020-11-26,Nowhere to Hide,1999,https://boxd.it/1vmS,3.5
2020-11-26,Water Lilies,2007,https://boxd.it/1VjK,3
2020-11-26,Citizen Kane,1941,https://boxd.it/71O,4
2020-11-26,Mulan,2020,https://boxd.it/bbK6,1
2020-11-27,Mank,2020,https://boxd.it/mIuC,3
2020-11-29,Mangrove,2020,https://boxd.it/qEAa,2.5
2020-11-29,Snowpiercer,2013,https://boxd.it/3Icg,4
2020-12-06,Girlhood,2014,https://boxd.it/7WyI,4
2020-12-06,Zodiac,2007,https://boxd.it/27MO,4.5
2020-12-06,The Quiet Family,1998,https://boxd.it/2Bes,2.5
2020-12-12,The Ascent,1977,https://boxd.it/Eew,3.5
2020-12-12,Yentl,1983,https://boxd.it/1WFs,3
2020-12-24,Lovers Rock,2020,https://boxd.it/qEAk,4
2020-12-25,Ratatouille,2007,https://boxd.it/27ww,3.5
2020-12-25,Central Station,1998,https://boxd.it/29RG,3.5
2020-12-25,Emicida: AmarElo - It's All for Yesterday,2020,https://boxd.it/sLK6,2.5
2020-12-25,"Red, White and Blue",2020,https://boxd.it/siQE,3.5
2020-12-25,First Cow,2019,https://boxd.it/krga,3
2020-12-25,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm,2.5
2020-12-25,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/2b1M,3.5
2020-12-25,Christine,2016,https://boxd.it/bhFm,3
2020-12-26,Soul,2020,https://boxd.it/ioLA,2.5
2020-12-27,A Christmas Tale,2008,https://boxd.it/1ZEs,4
2020-12-27,Alex Wheatle,2020,https://boxd.it/sff6,3
2020-12-27,House of Games,1987,https://boxd.it/1tji,3.5
2020-12-28,Another Round,2020,https://boxd.it/lkba,3.5
2020-12-29,Standard Operating Procedure,2008,https://boxd.it/1ZLe,3.5
2020-12-29,The Vast of Night,2019,https://boxd.it/kJyc,2.5
2020-12-29,Mulan,1998,https://boxd.it/1VFw,2.5
2020-12-30,Never Rarely Sometimes Always,2020,https://boxd.it/lWJk,3.5
2020-12-31,Sound of Metal,2019,https://boxd.it/i7Q4,3
2020-12-31,Hard Boiled,1992,https://boxd.it/1T6a,3.5
2021-01-01,Gone Girl,2014,https://boxd.it/6hQu,3.5
2021-01-02,The Last Stand,2013,https://boxd.it/2Eao,3
2021-01-03,Basic Sanitation: The Movie,2007,https://boxd.it/1oC,3
2021-01-03,Education,2020,https://boxd.it/sTpK,3
2021-01-03,The Woman Who Ran,2020,https://boxd.it/oEEi,2.5
2021-01-04,Possessor,2020,https://boxd.it/fsJW,3.5
2021-01-04,"Monsters, Inc.",2001,https://boxd.it/2a46,4
2021-01-05,Unstoppable,2010,https://boxd.it/SVO,3.5
2021-01-05,Speed Racer,2008,https://boxd.it/20UQ,4
2021-01-10,Finding Nemo,2003,https://boxd.it/72i,2.5
2021-01-10,Brazil,1985,https://boxd.it/2be2,3
2021-01-11,Videodrome,1983,https://boxd.it/29uC,3.5
2021-01-15,Lupin the Third: The Castle of Cagliostro,1979,https://boxd.it/1Mn4,3
2021-01-18,The Call,2020,https://boxd.it/l94W,3
2021-01-22,Tremors,1990,https://boxd.it/1YSe,3
2021-01-24,They Live,1988,https://boxd.it/20lm,3.5
2021-01-24,The Wild Bunch,1969,https://boxd.it/2a5y,3.5
2021-01-26,Once Upon a Time in the West,1968,https://boxd.it/2az4,4.5
2021-01-26,The Assistant,2019,https://boxd.it/neWo,3
2021-01-26,WALL·E,2008,https://boxd.it/1VEo,4
2021-01-31,Monsters University,2013,https://boxd.it/bQm,2
2021-01-31,Swallow,2019,https://boxd.it/lA0i,3.5
2021-02-07,One Night in Miami...,2020,https://boxd.it/oCUo,3
2021-02-07,The Night of the Hunter,1955,https://boxd.it/25HW,3
2021-02-08,Atonement,2007,https://boxd.it/24ui,3.5
2021-02-08,The Guilty,2018,https://boxd.it/hw9i,3
2021-02-12,The Green Fog,2017,https://boxd.it/fW4a,2
2021-02-14,Malcolm X,1992,https://boxd.it/27WE,4
2021-02-15,Public Speaking,2010,https://boxd.it/toU,3
2021-02-15,Space Sweepers,2021,https://boxd.it/lnnI,2
2021-02-15,Judas and the Black Messiah,2021,https://boxd.it/lsew,3
2021-02-22,Promising Young Woman,2020,https://boxd.it/loRE,2.5
2021-02-22,Wolfwalkers,2020,https://boxd.it/fGrC,3.5
2021-02-23,I Care a Lot,2020,https://boxd.it/mcHk,2
2021-02-26,But I'm a Cheerleader,1999,https://boxd.it/1CW4,3
2021-02-28,Days of Heaven,1978,https://boxd.it/1JRg,4
2021-03-02,Minari,2020,https://boxd.it/mL9M,3.5
2021-03-08,Assault on Precinct 13,1976,https://boxd.it/1I2c,3
2021-03-08,Shithouse,2020,https://boxd.it/nCFc,3.5
2021-03-15,Universal Soldier: Day of Reckoning,2012,https://boxd.it/433O,3
2021-03-22,The 400 Blows,1959,https://boxd.it/2b1C,3.5
2021-03-22,Nomadland,2020,https://boxd.it/lnRy,4
2021-03-30,Blackhat,2015,https://boxd.it/62Te,3
2021-04-03,Down with Love,2003,https://boxd.it/1VyA,2.5
2021-04-03,Godzilla vs. Kong,2021,https://boxd.it/e0qK,2.5
2021-04-04,The White Tiger,2021,https://boxd.it/nhg6,2
2021-04-05,Good Morning,1959,https://boxd.it/2lkk,3.5
2021-04-09,Pieces of a Woman,2020,https://boxd.it/nOrQ,3
2021-04-13,Humpday,2009,https://boxd.it/1ySC,3.5
2021-04-13,Allied,2016,https://boxd.it/cP42,2.5
2021-04-25,Nobody,2021,https://boxd.it/mLqS,2.5
2021-05-17,Below Zero,2021,https://boxd.it/lDY6,2
2021-05-17,The Mitchells vs. The Machines,2021,https://boxd.it/i7xm,3
2021-05-17,They Don't Wear Black Tie,1981,https://boxd.it/66nQ,3.5
2021-05-17,La Cérémonie,1995,https://boxd.it/287C,3.5
2021-05-17,The Informer,2019,https://boxd.it/gGJI,3
2021-05-17,Steve Jobs,2015,https://boxd.it/araG,3
2021-05-17,The Father,2020,https://boxd.it/m8Ie,4
2021-05-22,"Quo vadis, Aida?",2020,https://boxd.it/riws,3.5
2021-05-22,Bound,1996,https://boxd.it/1Z1g,3
2021-05-22,The Nest,2020,https://boxd.it/jTqq,2.5
2021-05-23,Army of the Dead,2021,https://boxd.it/ic7S,2.5
2021-05-30,The Matrix Reloaded,2003,https://boxd.it/2a1c,4
2021-06-01,The Distinguished Citizen,2016,https://boxd.it/enGc,3.5
2021-07-03,Bo Burnham: Inside,2021,https://boxd.it/v2uy,3.5
2021-07-03,"Faster, Pussycat! Kill! Kill!",1965,https://boxd.it/2aBO,2.5
2021-07-03,Bridesmaids,2011,https://boxd.it/rac,2.5
2021-07-03,The Matrix Revolutions,2003,https://boxd.it/2a12,3
2021-07-03,Luca,2021,https://boxd.it/ipjC,2.5
2021-07-03,Wrath of Man,2021,https://boxd.it/nEia,3
2021-07-03,Run,2020,https://boxd.it/jVM4,2.5
2021-07-03,The Invisible Guest,2016,https://boxd.it/euce,3
